epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,119.179,0.72385,1.7397,0.01396,0.63353,0.60766,0.66221,0.53186,0.73162,1.30725,0.02027,0.00036746,0.00036746,0.00036746
14,127.189,0.7146,1.58651,0.01374,0.6115,0.64023,0.65756,0.54265,0.74518,1.29254,0.02068,0.000363332,0.000363332,0.000363332
15,135.299,0.73206,1.51707,0.01367,0.62005,0.60019,0.65032,0.53452,0.72677,1.25506,0.01999,0.000359204,0.000359204,0.000359204
16,143.36,0.71205,1.46696,0.01348,0.66193,0.6055,0.66185,0.52878,0.77741,1.34862,0.02145,0.000355076,0.000355076,0.000355076
17,151.422,0.71268,1.39069,0.01328,0.65824,0.66626,0.69683,0.58445,0.68312,1.17108,0.01831,0.000350947,0.000350947,0.000350947
18,159.444,0.70259,1.2905,0.01286,0.68264,0.6793,0.70689,0.59298,0.67959,1.16693,0.01837,0.000346819,0.000346819,0.000346819
19,167.487,0.70238,1.28196,0.01293,0.70457,0.60531,0.69929,0.58062,0.69923,1.14575,0.01896,0.000342691,0.000342691,0.000342691
20,175.608,0.68786,1.19161,0.01291,0.70287,0.63212,0.7178,0.59283,0.68653,1.17857,0.01904,0.000338562,0.000338562,0.000338562
21,183.677,0.68831,1.15046,0.0128,0.67915,0.70738,0.73184,0.59335,0.72783,1.10299,0.02019,0.000334434,0.000334434,0.000334434
22,191.776,0.69408,1.08701,0.01293,0.66031,0.70257,0.72299,0.59156,0.70665,1.13027,0.01914,0.000330306,0.000330306,0.000330306
23,199.79,0.68084,1.10837,0.01283,0.73296,0.64263,0.71703,0.59095,0.69535,1.17825,0.01892,0.000326177,0.000326177,0.000326177
24,207.824,0.68884,1.06073,0.01267,0.70516,0.68449,0.74128,0.61551,0.70529,1.03759,0.01914,0.000322049,0.000322049,0.000322049
25,215.897,0.67385,1.03888,0.01249,0.72331,0.6773,0.72548,0.59643,0.7126,1.13845,0.01921,0.000317921,0.000317921,0.000317921
26,223.999,0.67118,1.01714,0.01226,0.68661,0.69872,0.73516,0.60077,0.67391,1.15533,0.01807,0.000313792,0.000313792,0.000313792
27,232.13,0.66044,0.94279,0.01231,0.74744,0.66977,0.73575,0.60749,0.69772,1.05221,0.01864,0.000309664,0.000309664,0.000309664
28,240.141,0.66286,0.97103,0.01247,0.77106,0.66154,0.75574,0.62392,0.69682,1.04227,0.01885,0.000305536,0.000305536,0.000305536
29,248.363,0.64835,0.92212,0.01205,0.80242,0.67191,0.77245,0.63242,0.70504,0.98752,0.01931,0.000301408,0.000301408,0.000301408
30,256.712,0.65409,0.89195,0.01204,0.70203,0.69499,0.7415,0.62358,0.66692,1.09527,0.01767,0.000297279,0.000297279,0.000297279
31,265.084,0.65751,0.88255,0.01217,0.73589,0.73325,0.77297,0.63407,0.69615,0.97331,0.01878,0.000293151,0.000293151,0.000293151
32,273.43,0.6497,0.87981,0.01171,0.72424,0.68118,0.74311,0.61027,0.68359,1.09182,0.0182,0.000289023,0.000289023,0.000289023
33,281.79,0.64558,0.85296,0.01208,0.75421,0.67505,0.75309,0.62015,0.68993,1.09177,0.01851,0.000284894,0.000284894,0.000284894
34,290.291,0.63254,0.84521,0.01164,0.73829,0.73075,0.77023,0.64343,0.65218,1.00352,0.01745,0.000280766,0.000280766,0.000280766
35,298.781,0.63423,0.81951,0.01165,0.76937,0.68541,0.76856,0.63341,0.70629,1.04064,0.01914,0.000276638,0.000276638,0.000276638
36,307.404,0.63505,0.81884,0.01158,0.72554,0.75113,0.78947,0.64504,0.71878,0.96478,0.01955,0.000272509,0.000272509,0.000272509
37,316.198,0.63775,0.80841,0.01161,0.78275,0.73512,0.78578,0.66304,0.6607,0.94935,0.01729,0.000268381,0.000268381,0.000268381
38,324.958,0.62486,0.77844,0.01155,0.79114,0.74614,0.79074,0.66085,0.65794,0.92857,0.01749,0.000264253,0.000264253,0.000264253
39,333.515,0.62008,0.78835,0.01138,0.76816,0.71851,0.78218,0.6509,0.68028,0.96024,0.0181,0.000260125,0.000260125,0.000260125
40,342.065,0.62294,0.76752,0.01163,0.81711,0.69882,0.79309,0.66401,0.65359,0.9316,0.01698,0.000255996,0.000255996,0.000255996
41,350.54,0.62263,0.75914,0.01174,0.78656,0.71719,0.78554,0.65156,0.66366,0.96237,0.01748,0.000251868,0.000251868,0.000251868
42,358.962,0.61057,0.74502,0.01096,0.72523,0.74899,0.78784,0.65943,0.64052,0.98749,0.01648,0.00024774,0.00024774,0.00024774
43,367.438,0.60076,0.73129,0.011,0.80481,0.70247,0.80098,0.67468,0.65073,0.94383,0.0169,0.000243611,0.000243611,0.000243611
44,376.044,0.60396,0.70816,0.01124,0.76077,0.7034,0.76564,0.65263,0.62613,1.06795,0.01633,0.000239483,0.000239483,0.000239483
45,384.564,0.62678,0.72266,0.01128,0.81776,0.71918,0.81126,0.69049,0.63512,0.91549,0.01667,0.000235355,0.000235355,0.000235355
46,393.177,0.59103,0.6853,0.01083,0.79087,0.72112,0.77248,0.65039,0.66589,1.00096,0.01727,0.000231226,0.000231226,0.000231226
47,401.811,0.58826,0.68554,0.01062,0.78165,0.73162,0.7953,0.67047,0.63103,0.95285,0.01619,0.000227098,0.000227098,0.000227098
48,409.898,0.58733,0.7015,0.01071,0.75198,0.75465,0.79211,0.66714,0.64227,0.92358,0.0164,0.00022297,0.00022297,0.00022297
49,418.221,0.58687,0.67081,0.01062,0.78873,0.72273,0.78606,0.66008,0.6582,0.91933,0.01746,0.000218842,0.000218842,0.000218842
50,426.759,0.60221,0.66755,0.01073,0.8162,0.71833,0.78365,0.66525,0.65491,0.96714,0.0172,0.000214713,0.000214713,0.000214713
51,435.156,0.58618,0.65941,0.01052,0.82159,0.72651,0.79757,0.67557,0.63358,0.90502,0.01619,0.000210585,0.000210585,0.000210585
52,443.752,0.56638,0.63968,0.0104,0.74513,0.71065,0.77588,0.65304,0.65453,0.99449,0.01704,0.000206457,0.000206457,0.000206457
53,452.544,0.58905,0.66445,0.01072,0.76539,0.74389,0.77459,0.66078,0.63048,0.96637,0.01616,0.000202328,0.000202328,0.000202328
54,461.291,0.57037,0.63995,0.01036,0.81847,0.68682,0.78224,0.65809,0.62769,0.98711,0.01617,0.0001982,0.0001982,0.0001982
55,469.957,0.56365,0.6376,0.01024,0.78082,0.73839,0.7887,0.6588,0.65092,0.95143,0.0169,0.000194072,0.000194072,0.000194072
56,478.385,0.56839,0.62204,0.01005,0.79667,0.74785,0.79908,0.67339,0.65238,0.92725,0.01707,0.000189943,0.000189943,0.000189943
57,486.564,0.55914,0.64322,0.01016,0.80412,0.73674,0.79924,0.67787,0.62287,0.89662,0.01626,0.000185815,0.000185815,0.000185815
58,494.797,0.56865,0.61654,0.01037,0.7688,0.72142,0.78414,0.65609,0.63222,0.97992,0.01625,0.000181687,0.000181687,0.000181687
59,503.163,0.56871,0.6016,0.01015,0.79482,0.72918,0.79513,0.67922,0.62144,0.92912,0.01589,0.000177559,0.000177559,0.000177559
60,511.496,0.54768,0.58593,0.01005,0.78565,0.75303,0.79292,0.66936,0.65241,0.92008,0.01704,0.00017343,0.00017343,0.00017343
61,519.859,0.55801,0.58708,0.01028,0.80064,0.7453,0.80566,0.68374,0.63226,0.88235,0.01626,0.000169302,0.000169302,0.000169302
62,528.41,0.5636,0.58554,0.01018,0.83406,0.74466,0.81637,0.68608,0.63973,0.91086,0.01682,0.000165174,0.000165174,0.000165174
63,536.643,0.54323,0.56247,0.00977,0.8042,0.74063,0.81299,0.69128,0.63666,0.88657,0.0164,0.000161045,0.000161045,0.000161045
64,545.279,0.53276,0.57273,0.00966,0.80483,0.74479,0.79147,0.67518,0.63172,0.92391,0.01648,0.000156917,0.000156917,0.000156917
65,554.212,0.54225,0.57703,0.00975,0.81029,0.7394,0.8026,0.68118,0.63158,0.92043,0.0162,0.000152789,0.000152789,0.000152789
66,563.162,0.53961,0.55919,0.00984,0.77704,0.75612,0.80092,0.67922,0.63345,0.89034,0.01627,0.00014866,0.00014866,0.00014866
67,572.048,0.52968,0.5389,0.00939,0.77576,0.74234,0.79572,0.67468,0.64062,0.91443,0.01644,0.000144532,0.000144532,0.000144532
68,580.938,0.53224,0.56772,0.00953,0.79305,0.70602,0.79345,0.66779,0.63496,0.93975,0.01638,0.000140404,0.000140404,0.000140404
69,589.927,0.53181,0.54939,0.00954,0.80178,0.7403,0.80289,0.67514,0.63995,0.92757,0.01648,0.000136276,0.000136276,0.000136276
70,598.926,0.50753,0.55117,0.00902,0.76068,0.75191,0.79546,0.67539,0.63043,0.92427,0.01631,0.000132147,0.000132147,0.000132147
71,607.491,0.52683,0.53304,0.00945,0.74255,0.75604,0.7889,0.665,0.64183,0.97591,0.01667,0.000128019,0.000128019,0.000128019
72,616.108,0.53166,0.54682,0.00966,0.82082,0.71215,0.794,0.6684,0.6528,0.93831,0.017,0.000123891,0.000123891,0.000123891
73,624.647,0.52769,0.52332,0.0095,0.82471,0.7212,0.79246,0.67478,0.61612,0.93217,0.01569,0.000119762,0.000119762,0.000119762
74,632.993,0.50311,0.5284,0.00932,0.82415,0.73589,0.80308,0.67952,0.6194,0.90526,0.01589,0.000115634,0.000115634,0.000115634
75,641.77,0.5147,0.54404,0.00934,0.78843,0.75646,0.80342,0.686,0.61192,0.91939,0.01575,0.000111506,0.000111506,0.000111506
76,650.452,0.51838,0.51919,0.00903,0.79349,0.74814,0.80299,0.68825,0.60204,0.90806,0.0153,0.000107378,0.000107378,0.000107378
77,659.051,0.50963,0.52605,0.00923,0.78802,0.74894,0.79799,0.68198,0.61072,0.92474,0.01548,0.000103249,0.000103249,0.000103249
78,667.723,0.5122,0.52029,0.00914,0.83959,0.71784,0.79998,0.68055,0.62063,0.92988,0.01572,9.91209e-05,9.91209e-05,9.91209e-05
79,676.347,0.51015,0.52874,0.00889,0.79736,0.75193,0.79894,0.68668,0.60806,0.91448,0.01537,9.49926e-05,9.49926e-05,9.49926e-05
80,684.968,0.51467,0.50577,0.00905,0.8268,0.76134,0.81124,0.69007,0.62224,0.90766,0.01588,9.08643e-05,9.08643e-05,9.08643e-05
81,693.621,0.51287,0.50676,0.00915,0.80981,0.75897,0.8028,0.68741,0.61958,0.90844,0.01572,8.6736e-05,8.6736e-05,8.6736e-05
82,702.262,0.5048,0.50992,0.00897,0.81632,0.76444,0.81425,0.69544,0.61722,0.86965,0.01572,8.26077e-05,8.26077e-05,8.26077e-05
83,710.959,0.5025,0.51078,0.00889,0.79973,0.77592,0.81621,0.6943,0.60982,0.8815,0.01554,7.84794e-05,7.84794e-05,7.84794e-05
84,719.433,0.49735,0.5013,0.00883,0.82054,0.755,0.81051,0.69422,0.60743,0.90452,0.01537,7.43511e-05,7.43511e-05,7.43511e-05
85,727.886,0.49527,0.50103,0.00881,0.83272,0.76717,0.8126,0.69819,0.60871,0.89626,0.01549,7.02228e-05,7.02228e-05,7.02228e-05
86,736.36,0.49856,0.51436,0.00908,0.80903,0.77372,0.81407,0.69757,0.59912,0.88392,0.01505,6.60945e-05,6.60945e-05,6.60945e-05
87,744.734,0.50156,0.50767,0.00897,0.78617,0.77953,0.80902,0.69127,0.60538,0.89705,0.01517,6.19662e-05,6.19662e-05,6.19662e-05
88,753.046,0.49231,0.48039,0.00868,0.79557,0.76903,0.80575,0.68796,0.6006,0.919,0.01505,5.78379e-05,5.78379e-05,5.78379e-05
89,761.412,0.48717,0.48017,0.00874,0.7764,0.78295,0.81074,0.69273,0.59948,0.91271,0.01501,5.37096e-05,5.37096e-05,5.37096e-05
90,769.82,0.50317,0.47572,0.00881,0.79051,0.77159,0.80884,0.69543,0.59824,0.89454,0.015,4.95813e-05,4.95813e-05,4.95813e-05
91,809.548,0.41123,0.35445,0.01004,0.78222,0.7537,0.79352,0.66832,0.66672,0.94878,0.01765,4.5453e-05,4.5453e-05,4.5453e-05
92,817.879,0.35137,0.25831,0.00792,0.77487,0.73709,0.77801,0.66406,0.62844,1.03206,0.01609,4.13247e-05,4.13247e-05,4.13247e-05
93,826.049,0.34233,0.25102,0.00786,0.7992,0.73908,0.78058,0.66443,0.6126,1.05455,0.01561,3.71964e-05,3.71964e-05,3.71964e-05
94,834.224,0.33987,0.24485,0.00768,0.78375,0.73673,0.79319,0.67402,0.6226,1.03123,0.01591,3.30681e-05,3.30681e-05,3.30681e-05
95,842.515,0.32885,0.21894,0.00734,0.81027,0.71683,0.78809,0.66858,0.62029,1.04443,0.01579,2.89398e-05,2.89398e-05,2.89398e-05
96,850.773,0.32505,0.23373,0.00725,0.79993,0.73575,0.78784,0.67304,0.61485,1.02522,0.01571,2.48115e-05,2.48115e-05,2.48115e-05
97,859.065,0.33373,0.22834,0.00728,0.79229,0.74477,0.79331,0.67596,0.61069,1.02611,0.01553,2.06832e-05,2.06832e-05,2.06832e-05
98,867.345,0.32604,0.21104,0.00713,0.80295,0.7368,0.79668,0.67748,0.6102,1.01962,0.01547,1.65549e-05,1.65549e-05,1.65549e-05
99,875.6,0.32073,0.21148,0.00702,0.80276,0.75306,0.79459,0.6781,0.61041,1.02081,0.01551,1.24266e-05,1.24266e-05,1.24266e-05
100,883.911,0.32201,0.2138,0.00701,0.78593,0.7513,0.79307,0.67656,0.61029,1.03048,0.01553,8.2983e-06,8.2983e-06,8.2983e-06
