epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,78.734,0.57867,2.42801,0.01185,0.68714,0.7863,0.81969,0.65787,0.70446,0.81592,0.01896,0.000322049,0.000322049,0.000322049
25,81.8488,0.57643,2.26128,0.0117,0.70699,0.80868,0.83574,0.66566,0.65263,0.82916,0.01798,0.000317921,0.000317921,0.000317921
26,84.9578,0.55873,2.13342,0.01148,0.77486,0.67579,0.79548,0.64828,0.69489,0.85813,0.0188,0.000313792,0.000313792,0.000313792
27,88.1625,0.55324,2.13248,0.01122,0.84859,0.74531,0.8368,0.68135,0.66838,0.73186,0.01823,0.000309664,0.000309664,0.000309664
28,91.2724,0.55177,2.04013,0.01063,0.84077,0.74551,0.85431,0.68588,0.70713,0.70648,0.01963,0.000305536,0.000305536,0.000305536
29,94.3998,0.50288,2.02473,0.01029,0.80379,0.77828,0.85389,0.69469,0.67382,0.70289,0.0182,0.000301408,0.000301408,0.000301408
30,97.5746,0.52303,1.96063,0.01049,0.71343,0.83534,0.81134,0.6559,0.66887,0.80041,0.01868,0.000297279,0.000297279,0.000297279
31,100.682,0.49495,1.80534,0.00987,0.7636,0.74541,0.81302,0.65906,0.65899,0.81762,0.01822,0.000293151,0.000293151,0.000293151
32,103.881,0.53884,1.79932,0.01034,0.68702,0.79197,0.81251,0.66014,0.6631,0.86954,0.01841,0.000289023,0.000289023,0.000289023
33,107.437,0.53092,1.71166,0.01085,0.73793,0.78636,0.81367,0.66236,0.61041,0.86892,0.01649,0.000284894,0.000284894,0.000284894
34,110.849,0.50871,1.70395,0.0098,0.88057,0.68784,0.82612,0.67948,0.60423,0.82427,0.01638,0.000280766,0.000280766,0.000280766
35,114.061,0.53146,1.62464,0.01056,0.84364,0.73074,0.82636,0.68836,0.62888,0.84286,0.01702,0.000276638,0.000276638,0.000276638
36,117.21,0.51939,1.60894,0.01038,0.80502,0.82928,0.85218,0.69215,0.66741,0.73372,0.01805,0.000272509,0.000272509,0.000272509
37,120.401,0.51999,1.5884,0.01017,0.7677,0.79804,0.83408,0.66784,0.68389,0.83103,0.01852,0.000268381,0.000268381,0.000268381
38,123.713,0.48037,1.51554,0.0091,0.73174,0.88052,0.8803,0.71814,0.68072,0.70716,0.01852,0.000264253,0.000264253,0.000264253
39,127.187,0.52294,1.55006,0.00996,0.67534,0.84815,0.8167,0.65479,0.67386,0.77646,0.01829,0.000260125,0.000260125,0.000260125
40,130.605,0.49237,1.42458,0.00958,0.8164,0.71919,0.8287,0.6685,0.65781,0.79732,0.01798,0.000255996,0.000255996,0.000255996
41,133.897,0.4792,1.35465,0.00862,0.76305,0.77252,0.80738,0.66937,0.6539,0.8112,0.01766,0.000251868,0.000251868,0.000251868
42,137.178,0.5097,1.4016,0.0104,0.75449,0.87023,0.84564,0.68013,0.65837,0.78891,0.01797,0.00024774,0.00024774,0.00024774
43,140.419,0.49565,1.33245,0.00949,0.79024,0.76099,0.85138,0.69059,0.66707,0.8053,0.01864,0.000243611,0.000243611,0.000243611
44,143.702,0.46865,1.25456,0.00902,0.79342,0.87144,0.87002,0.7136,0.64464,0.74649,0.01654,0.000239483,0.000239483,0.000239483
45,146.942,0.47076,1.26367,0.00901,0.77751,0.86508,0.87046,0.7024,0.63715,0.74361,0.01701,0.000235355,0.000235355,0.000235355
46,150.242,0.47832,1.24668,0.00958,0.78685,0.82381,0.83801,0.68552,0.65359,0.80237,0.01691,0.000231226,0.000231226,0.000231226
47,153.498,0.47788,1.20061,0.00936,0.75777,0.80769,0.81829,0.67097,0.6356,0.82657,0.01657,0.000227098,0.000227098,0.000227098
48,156.872,0.45821,1.14113,0.00924,0.70841,0.84769,0.82971,0.67588,0.62242,0.79364,0.01606,0.00022297,0.00022297,0.00022297
49,160.1,0.47651,1.17552,0.00935,0.78498,0.80922,0.8196,0.6708,0.61143,0.8005,0.01622,0.000218842,0.000218842,0.000218842
50,163.356,0.45765,1.18492,0.00911,0.77566,0.75767,0.80351,0.65759,0.62711,0.84828,0.01653,0.000214713,0.000214713,0.000214713
51,166.57,0.4805,1.15797,0.01016,0.71256,0.7867,0.79765,0.6581,0.62916,0.87394,0.01684,0.000210585,0.000210585,0.000210585
52,169.855,0.45814,1.10992,0.00903,0.74091,0.80945,0.82103,0.67185,0.61707,0.78922,0.0165,0.000206457,0.000206457,0.000206457
53,173.131,0.44687,1.05854,0.00876,0.7233,0.80508,0.81745,0.67427,0.64029,0.81117,0.01776,0.000202328,0.000202328,0.000202328
54,176.383,0.48176,1.10607,0.00949,0.76901,0.77502,0.81527,0.65668,0.6687,0.84818,0.01825,0.0001982,0.0001982,0.0001982
55,179.626,0.47329,1.0584,0.00942,0.72128,0.8225,0.82475,0.66519,0.68056,0.83586,0.0184,0.000194072,0.000194072,0.000194072
56,182.883,0.46692,1.05358,0.0092,0.74868,0.80824,0.83965,0.685,0.63047,0.78127,0.0173,0.000189943,0.000189943,0.000189943
57,186.106,0.43614,0.98186,0.00897,0.77561,0.81812,0.85601,0.70377,0.63598,0.75745,0.01751,0.000185815,0.000185815,0.000185815
58,189.38,0.46045,0.97885,0.00885,0.82728,0.76522,0.82692,0.66062,0.66115,0.81165,0.01802,0.000181687,0.000181687,0.000181687
59,192.611,0.4545,0.98329,0.00952,0.82904,0.79261,0.83611,0.6982,0.63325,0.74404,0.01702,0.000177559,0.000177559,0.000177559
60,195.875,0.45905,0.97576,0.00895,0.8538,0.79291,0.85129,0.70632,0.62913,0.76615,0.0172,0.00017343,0.00017343,0.00017343
61,199.102,0.4536,0.98553,0.00918,0.88025,0.80746,0.85495,0.71214,0.63277,0.73835,0.01733,0.000169302,0.000169302,0.000169302
62,202.321,0.45808,0.93926,0.00858,0.86358,0.7755,0.83711,0.69314,0.64028,0.7355,0.01718,0.000165174,0.000165174,0.000165174
63,205.579,0.45511,0.9286,0.00894,0.81967,0.84948,0.86258,0.70665,0.61693,0.73213,0.01659,0.000161045,0.000161045,0.000161045
64,208.811,0.45821,0.92462,0.00895,0.77865,0.84439,0.84621,0.70016,0.59303,0.72549,0.01553,0.000156917,0.000156917,0.000156917
65,212.077,0.42209,0.89288,0.00831,0.8431,0.79064,0.84796,0.69376,0.61125,0.78458,0.01648,0.000152789,0.000152789,0.000152789
66,215.377,0.42734,0.91258,0.00846,0.86022,0.81069,0.84616,0.69696,0.60946,0.77453,0.0163,0.00014866,0.00014866,0.00014866
67,218.629,0.44973,0.86638,0.00868,0.77965,0.81461,0.83567,0.68576,0.62936,0.77748,0.01686,0.000144532,0.000144532,0.000144532
68,221.886,0.46282,0.88292,0.00883,0.83071,0.83377,0.84219,0.69299,0.60145,0.76141,0.01548,0.000140404,0.000140404,0.000140404
69,225.112,0.44881,0.90121,0.00911,0.79016,0.82232,0.84324,0.69257,0.58366,0.78492,0.01495,0.000136276,0.000136276,0.000136276
70,228.367,0.44623,0.8751,0.00863,0.78324,0.84496,0.8519,0.70035,0.60859,0.74451,0.01592,0.000132147,0.000132147,0.000132147
71,231.645,0.43034,0.81622,0.00804,0.8413,0.81832,0.84622,0.70156,0.57609,0.73433,0.01501,0.000128019,0.000128019,0.000128019
72,234.872,0.42093,0.81046,0.00866,0.90512,0.79392,0.85467,0.70171,0.58357,0.71402,0.01534,0.000123891,0.000123891,0.000123891
73,238.122,0.43877,0.84393,0.00829,0.90139,0.77947,0.86072,0.70303,0.60423,0.74185,0.01593,0.000119762,0.000119762,0.000119762
74,241.366,0.42084,0.78792,0.00813,0.79043,0.85019,0.86044,0.70042,0.58774,0.74165,0.01566,0.000115634,0.000115634,0.000115634
75,244.617,0.41617,0.76675,0.00769,0.80401,0.86091,0.85872,0.70439,0.55807,0.71836,0.01453,0.000111506,0.000111506,0.000111506
76,247.882,0.42593,0.8296,0.0077,0.83407,0.85959,0.85655,0.69933,0.58675,0.71468,0.01556,0.000107378,0.000107378,0.000107378
77,251.246,0.41505,0.77714,0.00835,0.86619,0.81794,0.85583,0.70286,0.59127,0.71559,0.01567,0.000103249,0.000103249,0.000103249
78,254.519,0.41995,0.76508,0.0082,0.90517,0.7645,0.84985,0.70403,0.58595,0.75427,0.01521,9.91209e-05,9.91209e-05,9.91209e-05
79,257.781,0.39941,0.76788,0.00758,0.88376,0.76367,0.83736,0.69182,0.60093,0.77843,0.01581,9.49926e-05,9.49926e-05,9.49926e-05
80,261.025,0.42524,0.80155,0.00811,0.89072,0.75541,0.83264,0.68868,0.59579,0.80862,0.01556,9.08643e-05,9.08643e-05,9.08643e-05
81,264.264,0.39158,0.75243,0.00782,0.83398,0.80769,0.82789,0.68443,0.60326,0.82228,0.01608,8.6736e-05,8.6736e-05,8.6736e-05
82,267.505,0.39223,0.76169,0.00791,0.8372,0.80101,0.82989,0.68703,0.57844,0.8194,0.01529,8.26077e-05,8.26077e-05,8.26077e-05
83,270.715,0.39956,0.76945,0.0075,0.82566,0.80137,0.83247,0.68138,0.61649,0.82556,0.01668,7.84794e-05,7.84794e-05,7.84794e-05
84,273.99,0.40182,0.75031,0.00776,0.84813,0.80575,0.82749,0.68387,0.59761,0.77361,0.01587,7.43511e-05,7.43511e-05,7.43511e-05
85,277.219,0.3862,0.7428,0.00725,0.81169,0.82102,0.83119,0.68435,0.58613,0.81741,0.01547,7.02228e-05,7.02228e-05,7.02228e-05
86,280.451,0.40337,0.7641,0.0075,0.85487,0.80549,0.83876,0.68945,0.60635,0.7373,0.01597,6.60945e-05,6.60945e-05,6.60945e-05
87,283.632,0.3778,0.69293,0.00738,0.82498,0.82558,0.8455,0.69813,0.59989,0.73184,0.01576,6.19662e-05,6.19662e-05,6.19662e-05
88,286.858,0.38707,0.72872,0.00766,0.82693,0.8331,0.84165,0.69304,0.6108,0.72569,0.01616,5.78379e-05,5.78379e-05,5.78379e-05
89,290.096,0.39192,0.72232,0.00735,0.81894,0.8591,0.8415,0.69792,0.60451,0.73243,0.01594,5.37096e-05,5.37096e-05,5.37096e-05
90,293.333,0.39648,0.73673,0.00785,0.82175,0.82848,0.84619,0.7001,0.5912,0.77782,0.01549,4.95813e-05,4.95813e-05,4.95813e-05
91,320.163,0.34485,1.11987,0.00953,0.80359,0.81082,0.8128,0.66757,0.63396,0.7914,0.01727,4.5453e-05,4.5453e-05,4.5453e-05
92,323.418,0.31869,1.08396,0.00895,0.76861,0.82201,0.79963,0.65497,0.60485,0.90746,0.01605,4.13247e-05,4.13247e-05,4.13247e-05
93,326.589,0.31599,1.02913,0.008,0.80895,0.74026,0.80348,0.65831,0.62454,0.91169,0.01677,3.71964e-05,3.71964e-05,3.71964e-05
94,329.823,0.2846,0.98858,0.00748,0.79205,0.74486,0.81091,0.67047,0.60681,0.88812,0.01606,3.30681e-05,3.30681e-05,3.30681e-05
95,333.016,0.30042,1.01723,0.00758,0.79432,0.74046,0.81113,0.66568,0.61291,0.8776,0.01646,2.89398e-05,2.89398e-05,2.89398e-05
96,336.237,0.29211,0.94115,0.00752,0.73563,0.81837,0.8183,0.67897,0.61224,0.87195,0.01654,2.48115e-05,2.48115e-05,2.48115e-05
97,339.466,0.28194,0.93136,0.00723,0.74334,0.82898,0.81814,0.67987,0.6068,0.84511,0.01608,2.06832e-05,2.06832e-05,2.06832e-05
98,342.627,0.26979,0.95431,0.00697,0.80727,0.77291,0.82176,0.68606,0.58877,0.85755,0.01565,1.65549e-05,1.65549e-05,1.65549e-05
99,345.792,0.2779,0.92278,0.00708,0.85451,0.74617,0.82322,0.68902,0.59538,0.83364,0.01574,1.24266e-05,1.24266e-05,1.24266e-05
100,348.965,0.27446,0.94507,0.00711,0.85485,0.73208,0.82162,0.68455,0.58965,0.84744,0.01561,8.2983e-06,8.2983e-06,8.2983e-06
