epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,456.111,0.68431,1.0119,0.01345,0.67782,0.63623,0.66561,0.54567,0.76587,1.24338,0.02385,0.00024774,0.00024774,0.00024774
43,466.709,0.67874,1.04009,0.01309,0.66944,0.66223,0.68374,0.57094,0.72677,1.19055,0.02242,0.000243611,0.000243611,0.000243611
44,477.367,0.67065,1.01469,0.01319,0.67398,0.63942,0.67971,0.55391,0.75298,1.20635,0.02366,0.000239483,0.000239483,0.000239483
45,488.025,0.66719,0.96812,0.01323,0.70153,0.66626,0.68737,0.57233,0.72421,1.20481,0.02215,0.000235355,0.000235355,0.000235355
46,498.698,0.66666,0.96096,0.01306,0.64515,0.67597,0.67628,0.56089,0.72981,1.25636,0.0227,0.000231226,0.000231226,0.000231226
47,509.301,0.64198,0.93695,0.01253,0.74146,0.62019,0.69113,0.56914,0.77302,1.21259,0.02456,0.000227098,0.000227098,0.000227098
48,519.909,0.66916,0.94323,0.01304,0.67594,0.64423,0.68481,0.57335,0.71408,1.2274,0.02187,0.00022297,0.00022297,0.00022297
49,530.594,0.65851,0.91352,0.01291,0.66758,0.66468,0.67403,0.55889,0.72333,1.24009,0.02208,0.000218842,0.000218842,0.000218842
50,541.24,0.64138,0.89064,0.01279,0.64832,0.69883,0.68424,0.56656,0.71339,1.22783,0.02156,0.000214713,0.000214713,0.000214713
51,551.894,0.64237,0.89527,0.01235,0.68238,0.62117,0.66652,0.54863,0.72147,1.27931,0.02205,0.000210585,0.000210585,0.000210585
52,562.548,0.64014,0.87006,0.01253,0.66658,0.69524,0.69572,0.5776,0.71222,1.18937,0.02189,0.000206457,0.000206457,0.000206457
53,573.148,0.65163,0.87151,0.01282,0.70525,0.64934,0.67943,0.57447,0.70738,1.20662,0.02172,0.000202328,0.000202328,0.000202328
54,583.778,0.63044,0.85962,0.01236,0.73626,0.6296,0.68945,0.5748,0.71094,1.22803,0.02154,0.0001982,0.0001982,0.0001982
55,594.386,0.62368,0.85542,0.01217,0.74171,0.6814,0.71517,0.59664,0.72347,1.11907,0.0223,0.000194072,0.000194072,0.000194072
56,605.234,0.62155,0.84955,0.01211,0.75748,0.6441,0.70188,0.58213,0.72116,1.21034,0.022,0.000189943,0.000189943,0.000189943
57,615.81,0.62324,0.83131,0.01213,0.68294,0.65654,0.69069,0.58394,0.7143,1.19507,0.02168,0.000185815,0.000185815,0.000185815
58,626.392,0.61823,0.84389,0.0122,0.70773,0.6522,0.69814,0.58147,0.722,1.18445,0.0222,0.000181687,0.000181687,0.000181687
59,636.98,0.63904,0.86171,0.01252,0.74115,0.66875,0.7045,0.58719,0.71176,1.17461,0.02154,0.000177559,0.000177559,0.000177559
60,647.585,0.62684,0.83781,0.012,0.72235,0.70122,0.71946,0.59664,0.69675,1.17631,0.021,0.00017343,0.00017343,0.00017343
61,658.143,0.62951,0.83669,0.01238,0.70595,0.68216,0.71022,0.59535,0.69148,1.15608,0.0209,0.000169302,0.000169302,0.000169302
62,668.736,0.62266,0.78691,0.01215,0.7054,0.68719,0.70876,0.58986,0.70754,1.15597,0.0214,0.000165174,0.000165174,0.000165174
63,679.348,0.62588,0.80307,0.01205,0.69272,0.68324,0.70557,0.59286,0.69229,1.16873,0.02098,0.000161045,0.000161045,0.000161045
64,689.908,0.59223,0.78049,0.01148,0.69029,0.67237,0.6923,0.57932,0.69112,1.20953,0.02074,0.000156917,0.000156917,0.000156917
65,700.477,0.6168,0.78007,0.01179,0.73296,0.65568,0.71091,0.58804,0.70086,1.19712,0.02133,0.000152789,0.000152789,0.000152789
66,711.062,0.62208,0.80151,0.01209,0.67192,0.67516,0.70249,0.58851,0.71922,1.2349,0.02219,0.00014866,0.00014866,0.00014866
67,721.664,0.59654,0.75089,0.01152,0.72529,0.66991,0.70057,0.58713,0.71205,1.20522,0.02178,0.000144532,0.000144532,0.000144532
68,732.232,0.60481,0.75328,0.01178,0.74579,0.69729,0.73396,0.61556,0.69834,1.11683,0.02124,0.000140404,0.000140404,0.000140404
69,742.786,0.59221,0.74497,0.01132,0.74433,0.67413,0.71299,0.59779,0.69717,1.16464,0.02112,0.000136276,0.000136276,0.000136276
70,753.397,0.58526,0.75126,0.01136,0.76483,0.65799,0.71816,0.60104,0.68075,1.15599,0.02076,0.000132147,0.000132147,0.000132147
71,763.982,0.59756,0.74538,0.01176,0.67618,0.67917,0.69223,0.59,0.6878,1.16263,0.02102,0.000128019,0.000128019,0.000128019
72,774.571,0.59301,0.76753,0.01148,0.73347,0.65556,0.7003,0.59133,0.69053,1.18323,0.0209,0.000123891,0.000123891,0.000123891
73,785.13,0.59411,0.74058,0.01156,0.70858,0.70356,0.71771,0.59388,0.6961,1.13292,0.02119,0.000119762,0.000119762,0.000119762
74,795.753,0.5755,0.72374,0.01139,0.72621,0.6714,0.71743,0.60123,0.69033,1.18842,0.0212,0.000115634,0.000115634,0.000115634
75,806.309,0.58988,0.73221,0.01155,0.70801,0.6937,0.71293,0.59697,0.67705,1.20174,0.02056,0.000111506,0.000111506,0.000111506
76,816.884,0.59023,0.71432,0.01119,0.752,0.69368,0.72398,0.60595,0.68007,1.18331,0.02032,0.000107378,0.000107378,0.000107378
77,827.473,0.56835,0.70733,0.01085,0.72017,0.66543,0.71235,0.59533,0.69408,1.19066,0.02108,0.000103249,0.000103249,0.000103249
78,838.091,0.57624,0.70558,0.01108,0.6947,0.70962,0.71708,0.59243,0.69366,1.18727,0.0211,9.91209e-05,9.91209e-05,9.91209e-05
79,848.666,0.57565,0.69204,0.01106,0.75045,0.66218,0.71299,0.5939,0.70779,1.17081,0.02156,9.49926e-05,9.49926e-05,9.49926e-05
80,859.273,0.56998,0.70948,0.01126,0.77026,0.63855,0.71596,0.59515,0.72215,1.17208,0.02212,9.08643e-05,9.08643e-05,9.08643e-05
81,869.93,0.5804,0.69539,0.01116,0.76431,0.67936,0.71162,0.59335,0.70499,1.1965,0.02137,8.6736e-05,8.6736e-05,8.6736e-05
82,880.604,0.57143,0.69291,0.01085,0.71567,0.6748,0.70537,0.58908,0.69398,1.21994,0.02102,8.26077e-05,8.26077e-05,8.26077e-05
83,891.17,0.55635,0.69459,0.01075,0.7334,0.66899,0.70807,0.59732,0.69775,1.21759,0.02121,7.84794e-05,7.84794e-05,7.84794e-05
84,901.756,0.5614,0.66901,0.01081,0.73816,0.67702,0.70929,0.59726,0.68668,1.20008,0.02087,7.43511e-05,7.43511e-05,7.43511e-05
85,912.348,0.57398,0.68932,0.01107,0.77372,0.64481,0.70438,0.59347,0.70229,1.20963,0.02133,7.02228e-05,7.02228e-05,7.02228e-05
86,923.023,0.54995,0.65815,0.01054,0.76309,0.63709,0.7028,0.59207,0.69806,1.23359,0.02113,6.60945e-05,6.60945e-05,6.60945e-05
87,933.615,0.56182,0.70338,0.01087,0.72986,0.66761,0.71056,0.59506,0.68855,1.22331,0.0208,6.19662e-05,6.19662e-05,6.19662e-05
88,944.206,0.53798,0.6458,0.0103,0.74699,0.68274,0.72046,0.60358,0.68285,1.16836,0.02061,5.78379e-05,5.78379e-05,5.78379e-05
89,954.827,0.57411,0.68515,0.01072,0.71295,0.67572,0.70754,0.59475,0.69017,1.19145,0.02094,5.37096e-05,5.37096e-05,5.37096e-05
90,965.426,0.55136,0.6559,0.01061,0.7132,0.68643,0.71445,0.59877,0.68852,1.1696,0.02082,4.95813e-05,4.95813e-05,4.95813e-05
91,1000.58,0.46785,0.51811,0.01238,0.69765,0.68114,0.68549,0.56116,0.7298,1.35425,0.02226,4.5453e-05,4.5453e-05,4.5453e-05
92,1011.12,0.41608,0.40736,0.01077,0.72876,0.66882,0.69362,0.5709,0.71791,1.30591,0.02173,4.13247e-05,4.13247e-05,4.13247e-05
93,1021.6,0.41133,0.39597,0.01078,0.72086,0.65604,0.70075,0.57736,0.70569,1.31439,0.02124,3.71964e-05,3.71964e-05,3.71964e-05
94,1032.12,0.40754,0.39059,0.01041,0.7416,0.66892,0.7021,0.57789,0.70978,1.28097,0.02144,3.30681e-05,3.30681e-05,3.30681e-05
95,1042.63,0.39273,0.3847,0.01004,0.74839,0.65505,0.69986,0.57853,0.70388,1.30057,0.02108,2.89398e-05,2.89398e-05,2.89398e-05
96,1053.19,0.39534,0.36775,0.01019,0.7542,0.64421,0.70287,0.5826,0.69721,1.29893,0.02094,2.48115e-05,2.48115e-05,2.48115e-05
97,1063.7,0.39985,0.37284,0.01024,0.76949,0.63827,0.70414,0.58586,0.70663,1.29728,0.02124,2.06832e-05,2.06832e-05,2.06832e-05
98,1074.22,0.38639,0.36558,0.00967,0.77336,0.63831,0.70405,0.58474,0.69679,1.28577,0.02087,1.65549e-05,1.65549e-05,1.65549e-05
99,1084.73,0.38203,0.36585,0.00992,0.77078,0.64758,0.70692,0.58591,0.69794,1.27798,0.02094,1.24266e-05,1.24266e-05,1.24266e-05
100,1095.22,0.38948,0.3686,0.00985,0.76947,0.64867,0.7083,0.58701,0.69468,1.28271,0.02082,8.2983e-06,8.2983e-06,8.2983e-06
