epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
65,535.915,0.54043,0.5604,0.00977,0.8386,0.74663,0.81532,0.68832,0.64974,0.90101,0.01651,0.000152789,0.000152789,0.000152789
66,543.974,0.54616,0.5828,0.01003,0.82525,0.76635,0.8131,0.68569,0.65787,0.91559,0.01677,0.00014866,0.00014866,0.00014866
67,552.025,0.52644,0.54142,0.00954,0.82886,0.76217,0.82478,0.6994,0.65953,0.87859,0.01677,0.000144532,0.000144532,0.000144532
68,560.092,0.53236,0.56006,0.00954,0.83801,0.75743,0.81679,0.68537,0.67069,0.90853,0.01724,0.000140404,0.000140404,0.000140404
69,568.119,0.52023,0.54528,0.00952,0.85408,0.75091,0.81522,0.68674,0.64749,0.90827,0.01627,0.000136276,0.000136276,0.000136276
70,576.441,0.53044,0.56257,0.0096,0.81347,0.76095,0.81393,0.68614,0.64534,0.94015,0.01625,0.000132147,0.000132147,0.000132147
71,584.425,0.5257,0.53634,0.00971,0.83011,0.73882,0.81394,0.68478,0.64962,0.92126,0.01637,0.000128019,0.000128019,0.000128019
72,592.446,0.51912,0.5334,0.00943,0.82913,0.73217,0.80979,0.68723,0.63952,0.9427,0.01621,0.000123891,0.000123891,0.000123891
73,600.392,0.52461,0.53101,0.00961,0.86884,0.73358,0.8206,0.68916,0.64738,0.91044,0.01643,0.000119762,0.000119762,0.000119762
74,608.639,0.50002,0.51168,0.00903,0.86969,0.73333,0.81991,0.69302,0.63879,0.91764,0.01613,0.000115634,0.000115634,0.000115634
75,616.681,0.51342,0.52796,0.0094,0.86717,0.75347,0.81808,0.69504,0.63727,0.92728,0.01614,0.000111506,0.000111506,0.000111506
76,624.69,0.50319,0.5177,0.00915,0.8509,0.74195,0.81807,0.69468,0.64198,0.9072,0.01625,0.000107378,0.000107378,0.000107378
77,632.631,0.52212,0.51719,0.00958,0.87254,0.71415,0.82175,0.69924,0.62282,0.94739,0.01566,0.000103249,0.000103249,0.000103249
78,640.576,0.50015,0.51053,0.00917,0.80743,0.76525,0.81406,0.69206,0.64445,0.93947,0.01647,9.91209e-05,9.91209e-05,9.91209e-05
79,648.46,0.51168,0.51965,0.00945,0.81956,0.7593,0.81144,0.6893,0.64077,0.95821,0.01628,9.49926e-05,9.49926e-05,9.49926e-05
80,656.383,0.50365,0.51173,0.00937,0.82707,0.76648,0.81876,0.6986,0.62524,0.91884,0.01571,9.08643e-05,9.08643e-05,9.08643e-05
81,664.378,0.50016,0.48708,0.00921,0.84054,0.75909,0.81934,0.69963,0.62572,0.91505,0.01552,8.6736e-05,8.6736e-05,8.6736e-05
82,672.309,0.49642,0.46768,0.00921,0.82808,0.76496,0.82126,0.69956,0.63182,0.90089,0.01575,8.26077e-05,8.26077e-05,8.26077e-05
83,680.267,0.50933,0.51125,0.00908,0.83659,0.77137,0.81666,0.69406,0.63762,0.90559,0.0159,7.84794e-05,7.84794e-05,7.84794e-05
84,688.172,0.47902,0.47839,0.00871,0.82005,0.77677,0.81815,0.70079,0.62792,0.92897,0.0157,7.43511e-05,7.43511e-05,7.43511e-05
85,696.134,0.49536,0.4898,0.00888,0.8457,0.74753,0.82239,0.7025,0.62049,0.91744,0.01539,7.02228e-05,7.02228e-05,7.02228e-05
86,704.113,0.49225,0.49365,0.00905,0.85415,0.74088,0.82022,0.70373,0.62403,0.89331,0.01546,6.60945e-05,6.60945e-05,6.60945e-05
87,712.123,0.49012,0.49796,0.00911,0.85186,0.73985,0.82168,0.70361,0.63014,0.89243,0.01572,6.19662e-05,6.19662e-05,6.19662e-05
88,720.13,0.49213,0.50482,0.00886,0.81192,0.76168,0.81763,0.69745,0.62512,0.91639,0.01544,5.78379e-05,5.78379e-05,5.78379e-05
89,728.057,0.48047,0.48041,0.0087,0.85243,0.74378,0.82111,0.69898,0.62946,0.90462,0.01564,5.37096e-05,5.37096e-05,5.37096e-05
90,736.025,0.47475,0.48558,0.00841,0.81814,0.77227,0.8207,0.69909,0.63573,0.91481,0.01604,4.95813e-05,4.95813e-05,4.95813e-05
91,772.925,0.39473,0.34157,0.00966,0.85388,0.74775,0.81429,0.68962,0.63862,0.94425,0.01644,4.5453e-05,4.5453e-05,4.5453e-05
92,781.017,0.34361,0.24292,0.00809,0.82561,0.73612,0.80822,0.68427,0.63296,0.98635,0.01599,4.13247e-05,4.13247e-05,4.13247e-05
93,788.883,0.33419,0.23627,0.00766,0.80983,0.74356,0.8024,0.67656,0.63833,0.99724,0.01627,3.71964e-05,3.71964e-05,3.71964e-05
94,796.724,0.32745,0.2173,0.00765,0.84452,0.72492,0.80777,0.68228,0.63949,0.9948,0.01626,3.30681e-05,3.30681e-05,3.30681e-05
95,804.668,0.32536,0.22446,0.00763,0.85437,0.72146,0.80723,0.68475,0.63723,0.99142,0.0161,2.89398e-05,2.89398e-05,2.89398e-05
96,812.647,0.31877,0.22212,0.00728,0.83278,0.73133,0.80141,0.6813,0.63612,1.00886,0.0161,2.48115e-05,2.48115e-05,2.48115e-05
97,820.515,0.31541,0.2125,0.00711,0.84711,0.72009,0.79896,0.67707,0.63588,1.01892,0.01609,2.06832e-05,2.06832e-05,2.06832e-05
98,828.392,0.31328,0.21387,0.00716,0.83846,0.71915,0.79717,0.67649,0.6375,1.02677,0.01613,1.65549e-05,1.65549e-05,1.65549e-05
99,836.27,0.3067,0.2022,0.00701,0.86168,0.73646,0.80672,0.68686,0.64072,0.98986,0.01628,1.24266e-05,1.24266e-05,1.24266e-05
100,844.243,0.31154,0.20251,0.0071,0.85195,0.72739,0.80587,0.68524,0.63609,1.00042,0.01611,8.2983e-06,8.2983e-06,8.2983e-06
