epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,28.3355,0.65058,6.4925,0.01231,0.84306,0.02401,0.07253,0.06322,0.54951,3.13807,0.01482,0.000138173,0.000138173,0.000138173
2,47.7343,0.67424,5.76153,0.0125,0.43771,0.17659,0.18257,0.15824,0.63446,2.46095,0.01791,0.000274429,0.000274429,0.000274429
3,66.1954,0.72121,4.84979,0.01377,0.33918,0.38426,0.35483,0.29922,0.69155,1.98939,0.01952,0.000407932,0.000407932,0.000407932
4,85.0905,0.75567,4.27127,0.01464,0.45921,0.44945,0.4529,0.37891,0.71759,1.7189,0.02065,0.000404615,0.000404615,0.000404615
5,103.984,0.75999,3.75224,0.01442,0.47209,0.49778,0.48865,0.41237,0.69436,1.63128,0.01973,0.000400487,0.000400487,0.000400487
6,122.624,0.75002,3.29521,0.01455,0.50216,0.53389,0.53222,0.44442,0.6917,1.52372,0.0192,0.000396358,0.000396358,0.000396358
7,140.93,0.7634,3.01139,0.01459,0.47796,0.56434,0.55947,0.47419,0.66168,1.41423,0.01852,0.00039223,0.00039223,0.00039223
8,159.334,0.74938,2.69737,0.01436,0.57597,0.56991,0.61451,0.51367,0.70329,1.2905,0.01961,0.000388102,0.000388102,0.000388102
9,177.512,0.75003,2.53713,0.01427,0.64575,0.56667,0.61681,0.50826,0.73144,1.32176,0.02057,0.000383974,0.000383974,0.000383974
10,195.704,0.73283,2.30453,0.01398,0.55608,0.64187,0.64414,0.544,0.68709,1.24981,0.01945,0.000379845,0.000379845,0.000379845
11,213.896,0.74753,2.16546,0.01437,0.65106,0.58711,0.67253,0.55694,0.697,1.21175,0.02007,0.000375717,0.000375717,0.000375717
12,231.965,0.733,2.07075,0.01441,0.66093,0.57763,0.66175,0.56102,0.66441,1.24908,0.0187,0.000371589,0.000371589,0.000371589
13,250.203,0.74131,1.94491,0.01425,0.65509,0.57853,0.67162,0.56513,0.67411,1.21603,0.01909,0.00036746,0.00036746,0.00036746
14,268.467,0.74534,1.82083,0.01427,0.68722,0.64506,0.70495,0.59207,0.68397,1.09729,0.01926,0.000363332,0.000363332,0.000363332
15,286.604,0.7435,1.69068,0.01391,0.64638,0.64397,0.68226,0.5766,0.67004,1.20115,0.01895,0.000359204,0.000359204,0.000359204
16,304.852,0.75482,1.67484,0.01445,0.65799,0.65586,0.69604,0.58704,0.65163,1.13666,0.01804,0.000355076,0.000355076,0.000355076
17,322.925,0.71796,1.57365,0.01371,0.65709,0.67654,0.70015,0.58856,0.64594,1.1066,0.01814,0.000350947,0.000350947,0.000350947
18,341.053,0.71901,1.5046,0.01353,0.68498,0.62817,0.6953,0.59077,0.64783,1.14619,0.01765,0.000346819,0.000346819,0.000346819
19,359.083,0.73085,1.45754,0.01363,0.68868,0.70863,0.73108,0.61808,0.65598,1.05116,0.01808,0.000342691,0.000342691,0.000342691
20,377.343,0.70497,1.39031,0.013,0.67805,0.65169,0.70477,0.58241,0.68499,1.06701,0.01904,0.000338562,0.000338562,0.000338562
21,395.559,0.69327,1.38145,0.01314,0.70037,0.69916,0.71626,0.60074,0.66294,1.04779,0.01899,0.000334434,0.000334434,0.000334434
22,413.704,0.69489,1.33823,0.01306,0.68902,0.65887,0.71836,0.59945,0.66818,1.12867,0.01857,0.000330306,0.000330306,0.000330306
23,431.817,0.69822,1.29396,0.01333,0.75583,0.61282,0.72182,0.59903,0.66589,1.11382,0.01859,0.000326177,0.000326177,0.000326177
24,449.996,0.68606,1.24593,0.01297,0.68236,0.68323,0.7444,0.62431,0.66495,1.0376,0.01849,0.000322049,0.000322049,0.000322049
25,468.381,0.68115,1.23727,0.01261,0.78775,0.62789,0.75238,0.63195,0.66643,1.00485,0.01882,0.000317921,0.000317921,0.000317921
26,486.588,0.69253,1.22757,0.0132,0.69074,0.69703,0.7344,0.61556,0.64483,1.06823,0.0178,0.000313792,0.000313792,0.000313792
27,504.767,0.68488,1.15696,0.01291,0.80926,0.67456,0.76835,0.64828,0.61929,0.98501,0.01678,0.000309664,0.000309664,0.000309664
28,523.005,0.68491,1.14795,0.01298,0.73049,0.71334,0.75449,0.63956,0.64186,0.99523,0.01766,0.000305536,0.000305536,0.000305536
29,541.07,0.68541,1.11944,0.01286,0.66702,0.75518,0.7559,0.63041,0.66205,0.98811,0.01819,0.000301408,0.000301408,0.000301408
30,560.31,0.69833,1.10467,0.01338,0.69372,0.72752,0.75924,0.63384,0.66486,0.98857,0.0184,0.000297279,0.000297279,0.000297279
31,577.483,0.6744,1.0586,0.01276,0.73367,0.695,0.75561,0.63546,0.6598,1.01072,0.01783,0.000293151,0.000293151,0.000293151
32,594.559,0.67067,1.04098,0.01272,0.78436,0.67692,0.78155,0.64894,0.67838,0.94274,0.01864,0.000289023,0.000289023,0.000289023
33,611.738,0.69053,1.05164,0.01335,0.71359,0.72112,0.76592,0.63868,0.66194,0.95704,0.01801,0.000284894,0.000284894,0.000284894
34,628.881,0.66056,1.01947,0.01251,0.7429,0.70673,0.77771,0.64688,0.65101,0.99956,0.01756,0.000280766,0.000280766,0.000280766
35,645.935,0.68346,1.01388,0.01267,0.71053,0.72115,0.77582,0.65426,0.64999,0.91619,0.01763,0.000276638,0.000276638,0.000276638
36,663.156,0.66437,0.96301,0.01245,0.76648,0.67837,0.77887,0.65776,0.64066,0.9289,0.01744,0.000272509,0.000272509,0.000272509
37,680.243,0.65958,0.94674,0.01256,0.74677,0.72503,0.77668,0.64112,0.68882,0.94785,0.0192,0.000268381,0.000268381,0.000268381
38,697.485,0.65336,0.94571,0.01199,0.80133,0.70871,0.79054,0.66474,0.64623,0.90434,0.01765,0.000264253,0.000264253,0.000264253
39,714.541,0.63639,0.96732,0.01175,0.72634,0.75231,0.78605,0.66075,0.63751,0.92913,0.01724,0.000260125,0.000260125,0.000260125
40,731.509,0.64323,0.9033,0.01199,0.7757,0.70081,0.77866,0.65949,0.61969,0.94392,0.01655,0.000255996,0.000255996,0.000255996
41,748.5,0.64859,0.9079,0.01226,0.75193,0.72023,0.78906,0.66012,0.62541,0.93659,0.01677,0.000251868,0.000251868,0.000251868
42,765.445,0.64847,0.89294,0.01205,0.77564,0.72593,0.79162,0.67001,0.63054,0.90281,0.01696,0.00024774,0.00024774,0.00024774
43,782.647,0.64429,0.88686,0.01204,0.79424,0.71052,0.79161,0.67892,0.62301,0.89138,0.01673,0.000243611,0.000243611,0.000243611
44,799.65,0.6415,0.862,0.01222,0.80607,0.70717,0.79102,0.66939,0.63054,0.90201,0.01716,0.000239483,0.000239483,0.000239483
