epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,1509.79,0.59749,0.62498,0.01139,0.80477,0.74798,0.82063,0.68495,0.66863,0.8248,0.01859,0.00024774,0.00024774,0.00024774
43,1530.31,0.6008,0.58069,0.01127,0.82774,0.74099,0.82825,0.68648,0.69568,0.80871,0.01933,0.000243611,0.000243611,0.000243611
44,1552.08,0.59059,0.60114,0.01131,0.82013,0.75588,0.81953,0.69364,0.66068,0.82157,0.01785,0.000239483,0.000239483,0.000239483
45,1572.86,0.57489,0.56343,0.01092,0.79253,0.77552,0.81567,0.69109,0.65138,0.84049,0.01767,0.000235355,0.000235355,0.000235355
46,1596.53,0.57885,0.56334,0.01074,0.8352,0.76883,0.83428,0.70576,0.6598,0.74095,0.01811,0.000231226,0.000231226,0.000231226
47,1616.9,0.57539,0.5558,0.01076,0.78559,0.76119,0.81031,0.691,0.65837,0.86614,0.0181,0.000227098,0.000227098,0.000227098
48,1638.7,0.5687,0.51422,0.01064,0.79058,0.79193,0.83634,0.70762,0.64666,0.77498,0.01759,0.00022297,0.00022297,0.00022297
49,1657.85,0.57101,0.54969,0.01047,0.80613,0.76976,0.81035,0.69202,0.63778,0.88684,0.01767,0.000218842,0.000218842,0.000218842
50,1678.25,0.56327,0.55838,0.0106,0.78886,0.78884,0.81918,0.69353,0.65868,0.78591,0.0181,0.000214713,0.000214713,0.000214713
51,1697.4,0.54685,0.53094,0.01027,0.80805,0.74987,0.81465,0.68674,0.63359,0.85612,0.01741,0.000210585,0.000210585,0.000210585
52,1718.74,0.54152,0.49573,0.01017,0.81295,0.75867,0.82163,0.70206,0.63001,0.82567,0.01728,0.000206457,0.000206457,0.000206457
53,1737.67,0.53619,0.50781,0.01017,0.85725,0.7536,0.80262,0.69077,0.63682,0.85167,0.01738,0.000202328,0.000202328,0.000202328
54,1757.93,0.5414,0.49381,0.01006,0.77574,0.79044,0.81823,0.70423,0.62776,0.82122,0.01685,0.0001982,0.0001982,0.0001982
55,1777.4,0.53514,0.50645,0.00987,0.78781,0.76223,0.80501,0.68817,0.62698,0.83016,0.01703,0.000194072,0.000194072,0.000194072
